duplicates	0.8573749999999999	704237,4322395
duplicates	0.9302586113810603	807511,5555409
duplicates	0.8876116293893321	4085297,5528313
duplicates	0.7914531250000001	558380,3989081,5350562
duplicates	0.5787037037037038	4939180,4939188,4939199,4939200
duplicates	0.7290000000000001	840180,840181,1004602,1058427
duplicates	0.9032962962962966	1199879,2314499
duplicates	0.8771956771080159	4174655,5668823
duplicates	0.9159338373350026	723976,4420588
duplicates	0.8573750000000004	1241014,4070415,5514535
duplicates	0.8390469454357627	4108687,5553907
duplicates	0.9302586113810603	149277,1860491
duplicates	0.8801359953703705	3929738,5253450
duplicates	0.8130370370370371	182324,4621191,5396265
duplicates	0.7895101149233382	967114,987351,1022731
duplicates	0.43478865792915417	6387377,6397749,6399025,6403104,6408372,6419626,6421637,6422908,6433559
duplicates	0.9159338373350026	1260104,1379506
duplicates	0.8424211248285322	371617,1731311,4883822
duplicates	0.9473795098396504	4134126,5621306
duplicates	0.6115414298509744	4941978,4941979,4941980,4941981,4941982,4941983,4941985,4941986,6252726,6256015,6256434
duplicates	0.8948279489105931	1361930,1362229,3904666,3904714,5231636,5231637
duplicates	0.8573749999999999	813814,4231324
duplicates	0.421875	4939533,4939868,4939869,4939870,4939872,4939953,4939956,4939957,4939960,4940072
duplicates	0.9473795098396504	1957761,1957784,4157791,5650195
duplicates	0.9302586113810606	1021299,2361891,4321293,6220405
duplicates	0.7702546296296292	90843,102895,1921880,1942198,4313634,4887493,5237313,6212601
duplicates	0.8876116293893321	4581468,6208941
duplicates	0.6741440593070493	126372,171066,205314,205740,207579,215577,1105336,1122655,1125670,1138551,1409049,1409961,1411758,1411976,1427440,1431002
duplicates	0.7597988281250005	168677,168680,168681
duplicates	0.5864039506668439	1183272,1782357,1782358,1782359,1782360,1782362,1782363,1782364,1782365,1782366,1782367,1782369,1782370,1782371,1782508,1782509,1782510,1782511,1782512,1782513,1782514,1782515,1782516,1782517,1783291,1783292,1783294,1783295,1783296,1783297,1783298,1783299,1783300,1783301,1783302,1783303,1783304,1783305,1783306,1783307,1783308,1783309,1783310,1783311,1783312,1783313,1783314,1783315,1783316,1783317,1783318,1783319,2318218,4211725,4211726,4211727,4211728,4211730,4211731,4211732,4211733,4211734,4211735,4211737,4211738,4211739,4211753,4211754,4211755,4211756,4211757,4211758,4211759,4211760,4211761,4211762,4211847,4211848,4211849,4211850,4211851,4211852,4211853,4211854,4211855,4211856,4211857,4211858,4211859,4211860,4211861,4211862,4211863,4211864,4211865,4211866,4211867,4211868,4211869,4211870,4211871,4211872,4211873,4211874,5492873,5492874,5492875,5492876,5492877,5492878,5492879,5492880,5492881,5492882,5492883,5492884,5492885,5492886,5492887,5492888,5492889,5492890,5492891,5492892,5492893,5492894,5492895,5492896,5492897,5492898,5492899,5492900,5492901,5492902,5492903,5492904,5492905,5492906,5492907,5492908,5492909,5492910,5492911,5492912,5492913,5492914,5492915,5492916,5492917,5492918,5492919,5492920,5703366,5703367,5703368,5703369,5703371,5703372,5703373,5703374,5703375,5703376,5703378,5703379,5703380,5703393,5703394,5703395,5703396,5703397,5703398,5703399,5703400,5703401,5703402,5703490,5703491,5703492,5703493,5703494,5703495,5703496,5703497,5703498,5703499,5703500,5703501,5703502,5703503,5703504,5703505,5703506,5703507,5703508,5703509,5703510,5703511,5703512,5703513,5703514,5703515,5703516,5703517
duplicates	0.8603868532235938	167233,1890492,3920803,5245946
duplicates	0.754208179504038	598592,598593,1033649
duplicates	0.8573749999999999	876104,1937340
duplicates	0.8381807580174929	3871814,5207864
duplicates	0.9673939151055443	364133,2355688
duplicates	0.8801359953703705	3942343,5263466
duplicates	0.7060850635502784	5477966,5477967,5477968,5477969,5477970,6149410
duplicates	0.7702546296296295	5065336,5172133
duplicates	0.33489797668038357	4433445,4433446,4433448,4652813,4653677,4655177,4655525,4655764,4655765,4656554,4656572,4657064,4657065,4657215,4657426,4657955,4657956,4658030,4658031,4658152,4658153,4658154,4658155,4658156,4664022,5476240
