duplicates	0.642166285968444	459830,489283,531086,541810,655005,1014986,1016659,1046873,1458804,1865803,2105065,2133551,2663804,2672030,2686072
duplicates	0.955230681470351	1011357,2089238
duplicates	0.9302586113810603	461674,523735
duplicates	0.8533995426674131	826230,828250,1786302,2763933,2768421,2769232
duplicates	0.9025112763840092	1369949,2578543,3996877
duplicates	0.8424211248285322	2732813,4083456
duplicates	0.8228227345054574	33555,50568,2275986,2474466
duplicates	0.955230681470351	2435651,3901214
duplicates	0.8801359953703705	394262,842563
duplicates	0.9302586113810606	1632087,2611260,4013550
duplicates	0.870603919846858	37287,1891052,2089718,2459536,3929490
duplicates	0.9302586113810606	447957,1824839,3333167,4260405
duplicates	0.7914531249999999	618713,1893964,1957511,2612494,4014175
duplicates	0.9077533423716344	1370146,1370159,2489767,3970958
duplicates	0.8801359953703705	2467813,3940051
duplicates	0.9302586113810606	112536,4411771
duplicates	0.9032962962962966	328483,1753983
duplicates	0.9302586113810606	2436249,3901967
duplicates	0.8876116293893321	2619379,4030571
duplicates	0.9302586113810603	188156,1842570
duplicates	0.7542081795040377	740009,740837,2341683,3407175
duplicates	0.9787241253644315	1785409,2764599,4109800
duplicates	0.9302586113810606	2388919,3842106
duplicates	0.8801359953703705	773117,2256243
duplicates	0.7702546296296301	390367,390414,2458360,2505034,2505035,3928029
duplicates	0.9032962962962966	375015,3401238
duplicates	0.9302586113810606	2460363,3930561
duplicates	0.9302586113810603	661884,2561777
duplicates	0.9268593750000003	1797753,3897468,3897509
duplicates	0.6726599719252786	946618,984287,991819,1098204,2882334,2915283
duplicates	0.8876116293893321	2620004,4030462
duplicates	0.9473795098396504	2420167,3880122
duplicates	0.9302586113810606	3403405,4307594
duplicates	0.7740803906836959	34991,699810
duplicates	0.9473795098396504	2420249,3880019
duplicates	0.8030271182083316	469563,1840342,2603318,4008256
duplicates	0.8390469454357627	411264,2243125
duplicates	0.789510114923338	672767,1043775
duplicates	0.8470036413290857	2041737,4156935
duplicates	0.8271683058641872	134927,1044216,2446749,2539042,3914146
duplicates	0.8876116293893321	623467,2495630
duplicates	0.8876116293893321	755933,2631075
duplicates	0.695423828114453	1186606,1186607,1186639,1186640,1186641,1186644,1186645,1186648,1186661,1186662,1186664,1186665,1186666,1186687,2802646,2802647,2802655,2802656,2802657,2802659,2802660,2802662,2802666,2802667,2802669,2802670,2802671,2802686
duplicates	0.9302586113810606	2401626,3856203
duplicates	0.8361771395247125	191637,1842665,2395195,2778514,3052156,3848445
duplicates	0.9077533423716344	1872687,4053958
duplicates	0.8948279489105935	1930799,2885131,4185617
duplicates	0.955230681470351	1022551,1830383
duplicates	0.9302586113810603	2402893,3856874
duplicates	0.7895101149233382	105441,467430,1820396
duplicates	0.8573749999999999	1512857,2430903,3894807
duplicates	0.955230681470351	3365418,4283363
duplicates	0.8801359953703708	1916291,2433849,3899142
duplicates	0.9302586113810606	878702,1749674
duplicates	0.9032962962962966	944581,2021186
duplicates	0.9077533423716344	50145,1189065
duplicates	0.8801359953703705	2390423,3843698
